n_acesso,ddat_ano,ddat_mes,ddat_dia,ddat_dia_semana,ddat_semestre,ddat_trimestre,darq_id,acess_id
192,2017,3,10,sex,1,1,18771,17520
53,2017,3,10,sex,1,1,17520,18327
7,2017,3,10,sex,1,1,18327,18771
192,2017,3,10,sex,1,1,18771,39422
78,2017,3,11,sb,1,1,39422,18125
34,2017,3,11,sb,1,1,18125,17797
25,2017,3,11,sb,1,1,17797,18275
5,2017,3,11,sb,1,1,18275,18084
44,2017,3,11,sb,1,1,18084,18275
5,2017,3,11,sb,1,1,18275,19000
56,2017,3,11,sb,1,1,19000,17208
1,2017,3,13,seg,1,1,17208,39614
4,2017,3,13,seg,1,1,39614,17268
1,2017,3,13,seg,1,1,17268,18547
1,2017,3,13,seg,1,1,18547,17225
4,2017,3,13,seg,1,1,17225,39422
78,2017,3,13,seg,1,1,39422,131742
4,2017,3,13,seg,1,1,131742,131746
4,2017,3,13,seg,1,1,131746,18771
192,2017,3,13,seg,1,1,18771,131743
4,2017,3,13,seg,1,1,131743,18593
18,2017,3,13,seg,1,1,18593,17347
64,2017,3,13,seg,1,1,17347,18771
192,2017,3,13,seg,1,1,18771,17989
31,2017,3,13,seg,1,1,17989,114043
2,2017,3,13,seg,1,1,114043,94075
11,2017,3,13,seg,1,1,94075,39422
78,2017,3,13,seg,1,1,39422,18084
44,2017,3,13,seg,1,1,18084,18264
24,2017,3,13,seg,1,1,18264,18771
192,2017,3,13,seg,1,1,18771,18193
19,2017,3,14,ter,1,1,18193,17150
82,2017,3,14,ter,1,1,17150,18795
29,2017,3,14,ter,1,1,18795,18617
12,2017,3,14,ter,1,1,18617,17876
7,2017,3,14,ter,1,1,17876,17659
2,2017,3,14,ter,1,1,17659,17929
15,2017,3,14,ter,1,1,17929,18512
18,2017,3,14,ter,1,1,18512,18228
9,2017,3,14,ter,1,1,18228,18771
192,2017,3,14,ter,1,1,18771,19034
41,2017,3,14,ter,1,1,19034,17539
9,2017,3,15,qua,1,1,17539,114043
2,2017,3,15,qua,1,1,114043,18125
34,2017,3,15,qua,1,1,18125,18771
192,2017,3,15,qua,1,1,18771,17168
1,2017,3,15,qua,1,1,17168,17520
53,2017,3,15,qua,1,1,17520,17648
1,2017,3,15,qua,1,1,17648,17797
25,2017,3,16,qui,1,1,17797,131745
2,2017,3,16,qui,1,1,131745,39682
4,2017,3,16,qui,1,1,39682,18771
192,2017,3,16,qui,1,1,18771,18688
5,2017,3,16,qui,1,1,18688,17797
25,2017,3,16,qui,1,1,17797,18688
5,2017,3,16,qui,1,1,18688,18688
5,2017,3,16,qui,1,1,18688,18289
1,2017,3,16,qui,1,1,18289,18317
1,2017,3,16,qui,1,1,18317,18568
1,2017,3,16,qui,1,1,18568,18420
2,2017,3,16,qui,1,1,18420,18420
2,2017,3,16,qui,1,1,18420,18596
3,2017,3,16,qui,1,1,18596,18569
1,2017,3,16,qui,1,1,18569,17419
1,2017,3,16,qui,1,1,17419,19034
41,2017,3,16,qui,1,1,19034,131749
32,2017,3,16,qui,1,1,131749,18512
18,2017,3,17,sex,1,1,18512,17417
5,2017,3,17,sex,1,1,17417,18404
6,2017,3,17,sex,1,1,18404,131768
17,2017,3,17,sex,1,1,131768,131768
17,2017,3,17,sex,1,1,131768,18385
15,2017,3,17,sex,1,1,18385,18164
12,2017,3,17,sex,1,1,18164,17368
1,2017,3,18,sb,1,1,17368,39422
78,2017,3,18,sb,1,1,39422,19154
53,2017,3,18,sb,1,1,19154,17539
9,2017,3,18,sb,1,1,17539,17574
17,2017,3,18,sb,1,1,17574,94077
3,2017,3,18,sb,1,1,94077,18771
192,2017,3,18,sb,1,1,18771,18879
14,2017,3,18,sb,1,1,18879,18771
192,2017,3,18,sb,1,1,18771,19072
54,2017,3,18,sb,1,1,19072,18771
192,2017,3,20,seg,1,1,18771,18385
15,2017,3,20,seg,1,1,18385,18385
15,2017,3,20,seg,1,1,18385,19034
41,2017,3,20,seg,1,1,19034,17520
53,2017,3,20,seg,1,1,17520,18771
192,2017,3,20,seg,1,1,18771,17929
15,2017,3,20,seg,1,1,17929,18811
1,2017,3,20,seg,1,1,18811,18228
9,2017,3,20,seg,1,1,18228,17574
17,2017,3,20,seg,1,1,17574,18862
2,2017,3,20,seg,1,1,18862,18125
34,2017,3,20,seg,1,1,18125,18771
192,2017,3,21,ter,1,1,18771,17723
1,2017,3,21,ter,1,1,17723,18023
45,2017,3,21,ter,1,1,18023,18825
10,2017,3,21,ter,1,1,18825,17427
5,2017,3,21,ter,1,1,17427,18771
192,2017,3,21,ter,1,1,18771,131764
1,2017,3,21,ter,1,1,131764,17539
9,2017,3,22,qua,1,1,17539,18771
192,2017,3,22,qua,1,1,18771,17730
5,2017,3,22,qua,1,1,17730,19154
53,2017,3,22,qua,1,1,19154,19154
53,2017,3,22,qua,1,1,19154,17539
9,2017,3,22,qua,1,1,17539,17347
64,2017,3,22,qua,1,1,17347,18857
2,2017,3,22,qua,1,1,18857,18788
4,2017,3,22,qua,1,1,18788,17771
4,2017,3,22,qua,1,1,17771,18084
44,2017,3,22,qua,1,1,18084,39422
78,2017,3,22,qua,1,1,39422,131768
17,2017,3,22,qua,1,1,131768,94074
2,2017,3,22,qua,1,1,94074,18698
3,2017,3,22,qua,1,1,18698,18750
1,2017,3,22,qua,1,1,18750,39422
78,2017,3,22,qua,1,1,39422,18771
192,2017,3,22,qua,1,1,18771,17520
53,2017,3,22,qua,1,1,17520,17520
53,2017,3,22,qua,1,1,17520,17520
53,2017,3,22,qua,1,1,17520,131747
2,2017,3,23,qui,1,1,131747,18023
45,2017,3,23,qui,1,1,18023,18771
192,2017,3,23,qui,1,1,18771,95102
8,2017,3,23,qui,1,1,95102,95102
8,2017,3,23,qui,1,1,95102,131747
2,2017,3,23,qui,1,1,131747,95102
8,2017,3,23,qui,1,1,95102,95102
8,2017,3,23,qui,1,1,95102,95102
8,2017,3,23,qui,1,1,95102,95102
8,2017,3,23,qui,1,1,95102,18264
24,2017,3,23,qui,1,1,18264,18084
44,2017,3,23,qui,1,1,18084,18084
44,2017,3,23,qui,1,1,18084,18771
192,2017,3,23,qui,1,1,18771,18771
192,2017,3,23,qui,1,1,18771,19072
54,2017,3,23,qui,1,1,19072,17989
31,2017,3,23,qui,1,1,17989,17574
17,2017,3,24,sex,1,1,17574,18164
12,2017,3,24,sex,1,1,18164,18385
15,2017,3,24,sex,1,1,18385,18023
45,2017,3,24,sex,1,1,18023,18023
45,2017,3,24,sex,1,1,18023,17547
16,2017,3,24,sex,1,1,17547,17547
16,2017,3,24,sex,1,1,17547,18771
192,2017,3,24,sex,1,1,18771,17868
1,2017,3,24,sex,1,1,17868,17347
64,2017,3,24,sex,1,1,17347,17347
64,2017,3,24,sex,1,1,17347,17429
15,2017,3,24,sex,1,1,17429,17619
2,2017,3,24,sex,1,1,17619,17797
25,2017,3,24,sex,1,1,17797,17347
64,2017,3,24,sex,1,1,17347,19034
41,2017,3,24,sex,1,1,19034,18084
44,2017,3,24,sex,1,1,18084,18370
9,2017,3,24,sex,1,1,18370,18800
13,2017,3,24,sex,1,1,18800,19146
7,2017,3,24,sex,1,1,19146,18370
9,2017,3,24,sex,1,1,18370,19034
41,2017,3,24,sex,1,1,19034,18084
44,2017,3,24,sex,1,1,18084,18771
192,2017,3,24,sex,1,1,18771,18125
34,2017,3,24,sex,1,1,18125,18205
3,2017,3,24,sex,1,1,18205,17150
82,2017,3,24,sex,1,1,17150,19157
7,2017,3,25,sb,1,1,19157,18023
45,2017,3,25,sb,1,1,18023,131746
4,2017,3,25,sb,1,1,131746,17547
16,2017,3,25,sb,1,1,17547,131742
4,2017,3,25,sb,1,1,131742,131746
4,2017,3,25,sb,1,1,131746,17347
64,2017,3,25,sb,1,1,17347,19154
53,2017,3,25,sb,1,1,19154,19166
11,2017,3,25,sb,1,1,19166,18578
2,2017,3,27,seg,1,1,18578,18522
1,2017,3,27,seg,1,1,18522,18476
1,2017,3,27,seg,1,1,18476,18436
13,2017,3,27,seg,1,1,18436,18771
192,2017,3,27,seg,1,1,18771,19072
54,2017,3,27,seg,1,1,19072,131742
4,2017,3,27,seg,1,1,131742,19022
5,2017,3,27,seg,1,1,19022,17943
2,2017,3,27,seg,1,1,17943,19022
5,2017,3,27,seg,1,1,19022,18023
45,2017,3,27,seg,1,1,18023,39620
20,2017,3,27,seg,1,1,39620,19154
53,2017,3,27,seg,1,1,19154,17574
17,2017,3,27,seg,1,1,17574,39422
78,2017,3,27,seg,1,1,39422,131768
17,2017,3,27,seg,1,1,131768,18771
192,2017,3,27,seg,1,1,18771,19072
54,2017,3,27,seg,1,1,19072,17989
31,2017,3,27,seg,1,1,17989,131766
11,2017,3,27,seg,1,1,131766,131767
7,2017,3,27,seg,1,1,131767,39422
78,2017,3,27,seg,1,1,39422,131746
4,2017,3,28,ter,1,1,131746,17539
9,2017,3,28,ter,1,1,17539,17539
9,2017,3,28,ter,1,1,17539,131759
7,2017,3,28,ter,1,1,131759,17264
6,2017,3,28,ter,1,1,17264,131742
4,2017,3,28,ter,1,1,131742,18789
3,2017,3,28,ter,1,1,18789,18261
4,2017,3,28,ter,1,1,18261,17641
4,2017,3,28,ter,1,1,17641,17150
82,2017,3,29,qua,1,1,17150,17150
82,2017,3,29,qua,1,1,17150,19021
1,2017,3,29,qua,1,1,19021,18795
29,2017,3,29,qua,1,1,18795,17150
82,2017,3,29,qua,1,1,17150,18795
29,2017,3,29,qua,1,1,18795,17150
82,2017,3,29,qua,1,1,17150,18617
12,2017,3,29,qua,1,1,18617,18084
44,2017,3,29,qua,1,1,18084,38794
2,2017,3,29,qua,1,1,38794,19038
6,2017,3,29,qua,1,1,19038,17680
9,2017,3,29,qua,1,1,17680,94085
4,2017,3,29,qua,1,1,94085,94063
7,2017,3,30,qui,1,1,94063,17150
82,2017,3,30,qui,1,1,17150,17680
9,2017,3,30,qui,1,1,17680,17659
2,2017,3,30,qui,1,1,17659,17929
15,2017,3,30,qui,1,1,17929,18771
192,2017,3,30,qui,1,1,18771,18125
34,2017,3,30,qui,1,1,18125,17150
82,2017,3,30,qui,1,1,17150,17150
82,2017,3,30,qui,1,1,17150,17347
64,2017,3,30,qui,1,1,17347,18294
3,2017,3,30,qui,1,1,18294,17150
82,2017,3,30,qui,1,1,17150,17150
82,2017,3,30,qui,1,1,17150,17680
9,2017,3,30,qui,1,1,17680,18771
192,2017,3,30,qui,1,1,18771,131760
7,2017,3,30,qui,1,1,131760,17150
82,2017,3,30,qui,1,1,17150,17680
9,2017,3,30,qui,1,1,17680,17347
64,2017,3,31,sex,1,1,17347,18711
1,2017,3,31,sex,1,1,18711,17989
31,2017,3,31,sex,1,1,17989,17501
1,2017,3,31,sex,1,1,17501,18795
29,2017,3,31,sex,1,1,18795,18771
192,2017,3,31,sex,1,1,18771,18023
45,2017,3,31,sex,1,1,18023,18125
34,2017,3,31,sex,1,1,18125,131749
32,2017,3,31,sex,1,1,131749,18771
192,2017,3,31,sex,1,1,18771,131754
18,2017,4,1,sb,1,2,131754,18512
18,2017,4,1,sb,1,2,18512,18512
18,2017,4,1,sb,1,2,18512,17347
64,2017,4,1,sb,1,2,17347,18125
34,2017,4,1,sb,1,2,18125,18771
192,2017,4,1,sb,1,2,18771,19154
53,2017,4,1,sb,1,2,19154,19166
11,2017,4,1,sb,1,2,19166,19154
53,2017,4,1,sb,1,2,19154,94577
1,2017,4,1,sb,1,2,94577,19036
3,2017,4,3,seg,1,2,19036,18084
44,2017,4,3,seg,1,2,18084,18771
192,2017,4,3,seg,1,2,18771,18771
192,2017,4,3,seg,1,2,18771,18264
24,2017,4,3,seg,1,2,18264,18771
192,2017,4,3,seg,1,2,18771,18593
18,2017,4,3,seg,1,2,18593,94069
2,2017,4,3,seg,1,2,94069,131763
13,2017,4,3,seg,1,2,131763,19036
3,2017,4,3,seg,1,2,19036,18877
12,2017,4,4,ter,1,2,18877,18193
19,2017,4,4,ter,1,2,18193,18916
8,2017,4,4,ter,1,2,18916,18877
12,2017,4,4,ter,1,2,18877,18877
12,2017,4,4,ter,1,2,18877,19166
11,2017,4,4,ter,1,2,19166,19034
41,2017,4,4,ter,1,2,19034,18084
44,2017,4,4,ter,1,2,18084,19000
56,2017,4,4,ter,1,2,19000,19000
56,2017,4,4,ter,1,2,19000,18436
13,2017,4,4,ter,1,2,18436,18617
12,2017,4,4,ter,1,2,18617,131768
17,2017,4,4,ter,1,2,131768,17520
53,2017,4,5,qua,1,2,17520,39620
20,2017,4,5,qua,1,2,39620,19000
56,2017,4,5,qua,1,2,19000,19154
53,2017,4,5,qua,1,2,19154,18825
10,2017,4,5,qua,1,2,18825,19034
41,2017,4,5,qua,1,2,19034,18084
44,2017,4,5,qua,1,2,18084,18771
192,2017,4,5,qua,1,2,18771,39422
78,2017,4,5,qua,1,2,39422,17150
82,2017,4,5,qua,1,2,17150,18771
192,2017,4,5,qua,1,2,18771,131749
32,2017,4,5,qua,1,2,131749,17520
53,2017,4,5,qua,1,2,17520,17347
64,2017,4,6,qui,1,2,17347,18864
8,2017,4,6,qui,1,2,18864,19000
56,2017,4,6,qui,1,2,19000,17347
64,2017,4,6,qui,1,2,17347,18023
45,2017,4,6,qui,1,2,18023,39682
4,2017,4,6,qui,1,2,39682,19000
56,2017,4,6,qui,1,2,19000,17730
5,2017,4,6,qui,1,2,17730,19000
56,2017,4,6,qui,1,2,19000,19034
41,2017,4,8,sb,1,2,19034,18228
9,2017,4,8,sb,1,2,18228,18228
9,2017,4,8,sb,1,2,18228,19000
56,2017,4,8,sb,1,2,19000,19034
41,2017,4,8,sb,1,2,19034,17520
53,2017,4,8,sb,1,2,17520,131743
4,2017,4,8,sb,1,2,131743,131766
11,2017,4,8,sb,1,2,131766,39620
20,2017,4,10,seg,1,2,39620,17989
31,2017,4,10,seg,1,2,17989,39422
78,2017,4,10,seg,1,2,39422,18327
7,2017,4,10,seg,1,2,18327,17263
2,2017,4,10,seg,1,2,17263,17929
15,2017,4,12,qua,1,2,17929,17929
15,2017,4,12,qua,1,2,17929,131768
17,2017,4,12,qua,1,2,131768,17263
2,2017,4,12,qua,1,2,17263,18327
7,2017,4,12,qua,1,2,18327,19072
54,2017,4,12,qua,1,2,19072,18771
192,2017,4,12,qua,1,2,18771,131768
17,2017,4,12,qua,1,2,131768,18023
45,2017,4,13,qui,1,2,18023,19000
56,2017,4,13,qui,1,2,19000,39612
1,2017,4,13,qui,1,2,39612,39422
78,2017,4,13,qui,1,2,39422,131743
4,2017,4,13,qui,1,2,131743,18771
192,2017,4,13,qui,1,2,18771,18731
3,2017,4,13,qui,1,2,18731,18084
44,2017,4,13,qui,1,2,18084,18825
10,2017,4,13,qui,1,2,18825,19000
56,2017,4,13,qui,1,2,19000,17771
4,2017,4,13,qui,1,2,17771,18084
44,2017,4,13,qui,1,2,18084,18084
44,2017,4,13,qui,1,2,18084,17429
15,2017,4,13,qui,1,2,17429,17347
64,2017,4,13,qui,1,2,17347,18771
192,2017,4,15,sb,1,2,18771,18771
192,2017,4,15,sb,1,2,18771,18771
192,2017,4,15,sb,1,2,18771,18264
24,2017,4,15,sb,1,2,18264,18771
192,2017,4,15,sb,1,2,18771,131757
8,2017,4,17,seg,1,2,131757,17347
64,2017,4,17,seg,1,2,17347,39422
78,2017,4,17,seg,1,2,39422,19000
56,2017,4,17,seg,1,2,19000,17520
53,2017,4,17,seg,1,2,17520,39422
78,2017,4,17,seg,1,2,39422,94088
3,2017,4,17,seg,1,2,94088,18175
2,2017,4,17,seg,1,2,18175,18175
2,2017,4,17,seg,1,2,18175,94088
3,2017,4,17,seg,1,2,94088,17520
53,2017,4,17,seg,1,2,17520,131749
32,2017,4,17,seg,1,2,131749,18617
12,2017,4,18,ter,1,2,18617,17150
82,2017,4,18,ter,1,2,17150,17797
25,2017,4,18,ter,1,2,17797,18771
192,2017,4,18,ter,1,2,18771,19000
56,2017,4,18,ter,1,2,19000,17347
64,2017,4,18,ter,1,2,17347,18771
192,2017,4,18,ter,1,2,18771,17930
1,2017,4,18,ter,1,2,17930,17289
1,2017,4,18,ter,1,2,17289,18892
1,2017,4,18,ter,1,2,18892,39608
2,2017,4,18,ter,1,2,39608,17751
1,2017,4,18,ter,1,2,17751,18228
9,2017,4,19,qua,1,2,18228,17574
17,2017,4,19,qua,1,2,17574,131745
2,2017,4,19,qua,1,2,131745,18771
192,2017,4,19,qua,1,2,18771,18771
192,2017,4,19,qua,1,2,18771,19072
54,2017,4,19,qua,1,2,19072,18771
192,2017,4,19,qua,1,2,18771,17150
82,2017,4,19,qua,1,2,17150,18795
29,2017,4,19,qua,1,2,18795,18771
192,2017,4,19,qua,1,2,18771,17520
53,2017,4,19,qua,1,2,17520,39403
5,2017,4,19,qua,1,2,39403,18023
45,2017,4,19,qua,1,2,18023,17150
82,2017,4,19,qua,1,2,17150,17546
1,2017,4,20,qui,1,2,17546,18771
192,2017,4,20,qui,1,2,18771,18808
2,2017,4,20,qui,1,2,18808,18275
5,2017,4,20,qui,1,2,18275,18877
12,2017,4,20,qui,1,2,18877,131754
18,2017,4,20,qui,1,2,131754,131760
7,2017,4,20,qui,1,2,131760,39422
78,2017,4,22,sb,1,2,39422,17429
15,2017,4,22,sb,1,2,17429,17347
64,2017,4,22,sb,1,2,17347,18771
192,2017,4,22,sb,1,2,18771,19034
41,2017,4,22,sb,1,2,19034,18084
44,2017,4,22,sb,1,2,18084,17520
53,2017,4,22,sb,1,2,17520,39620
20,2017,4,22,sb,1,2,39620,39620
20,2017,4,22,sb,1,2,39620,19034
41,2017,4,22,sb,1,2,19034,18084
44,2017,4,22,sb,1,2,18084,131757
8,2017,4,24,seg,1,2,131757,18771
192,2017,4,24,seg,1,2,18771,17989
31,2017,4,24,seg,1,2,17989,18771
192,2017,4,24,seg,1,2,18771,17989
31,2017,4,24,seg,1,2,17989,131749
32,2017,4,25,ter,1,2,131749,18512
18,2017,4,25,ter,1,2,18512,18771
192,2017,4,25,ter,1,2,18771,18404
6,2017,4,25,ter,1,2,18404,18193
19,2017,4,25,ter,1,2,18193,19034
41,2017,4,25,ter,1,2,19034,17150
82,2017,4,25,ter,1,2,17150,17150
82,2017,4,25,ter,1,2,17150,19000
56,2017,4,25,ter,1,2,19000,18771
192,2017,4,25,ter,1,2,18771,17150
82,2017,4,25,ter,1,2,17150,19072
54,2017,4,25,ter,1,2,19072,19072
54,2017,4,25,ter,1,2,19072,17989
31,2017,4,26,qua,1,2,17989,18771
192,2017,4,26,qua,1,2,18771,17520
53,2017,4,26,qua,1,2,17520,39422
78,2017,4,26,qua,1,2,39422,18228
9,2017,4,26,qua,1,2,18228,17574
17,2017,4,26,qua,1,2,17574,17574
17,2017,4,26,qua,1,2,17574,131754
18,2017,4,26,qua,1,2,131754,131767
7,2017,4,26,qua,1,2,131767,131763
13,2017,4,26,qua,1,2,131763,39422
78,2017,4,27,qui,1,2,39422,17847
4,2017,4,27,qui,1,2,17847,18125
34,2017,4,27,qui,1,2,18125,17150
82,2017,4,27,qui,1,2,17150,18090
7,2017,4,27,qui,1,2,18090,131754
18,2017,4,27,qui,1,2,131754,17919
6,2017,4,27,qui,1,2,17919,131754
18,2017,4,27,qui,1,2,131754,18771
192,2017,4,27,qui,1,2,18771,19072
54,2017,4,27,qui,1,2,19072,18771
192,2017,4,27,qui,1,2,18771,17347
64,2017,4,27,qui,1,2,17347,17520
53,2017,4,27,qui,1,2,17520,17150
82,2017,4,27,qui,1,2,17150,18795
29,2017,4,27,qui,1,2,18795,18795
29,2017,4,27,qui,1,2,18795,18825
10,2017,4,29,sb,1,2,18825,17876
7,2017,4,29,sb,1,2,17876,17147
3,2017,4,29,sb,1,2,17147,39422
78,2017,4,29,sb,1,2,39422,131768
17,2017,4,29,sb,1,2,131768,19034
41,2017,5,2,ter,1,2,19034,17770
1,2017,5,2,ter,1,2,17770,18771
192,2017,5,2,ter,1,2,18771,17989
31,2017,5,2,ter,1,2,17989,17150
82,2017,5,2,ter,1,2,17150,18795
29,2017,5,2,ter,1,2,18795,17547
16,2017,5,2,ter,1,2,17547,18205
3,2017,5,2,ter,1,2,18205,17150
82,2017,5,2,ter,1,2,17150,39424
6,2017,5,2,ter,1,2,39424,18261
4,2017,5,2,ter,1,2,18261,19000
56,2017,5,2,ter,1,2,19000,19000
56,2017,5,2,ter,1,2,19000,131767
7,2017,5,3,qua,1,2,131767,39752
5,2017,5,3,qua,1,2,39752,39752
5,2017,5,3,qua,1,2,39752,131754
18,2017,5,3,qua,1,2,131754,17704
3,2017,5,3,qua,1,2,17704,17704
3,2017,5,3,qua,1,2,17704,18228
9,2017,5,3,qua,1,2,18228,17574
17,2017,5,3,qua,1,2,17574,19000
56,2017,5,3,qua,1,2,19000,17147
3,2017,5,3,qua,1,2,17147,18771
192,2017,5,3,qua,1,2,18771,19028
1,2017,5,3,qua,1,2,19028,19034
41,2017,5,3,qua,1,2,19034,17628
3,2017,5,3,qua,1,2,17628,19146
7,2017,5,3,qua,1,2,19146,17876
7,2017,5,3,qua,1,2,17876,131749
32,2017,5,4,qui,1,2,131749,39422
78,2017,5,4,qui,1,2,39422,18771
192,2017,5,4,qui,1,2,18771,18771
192,2017,5,4,qui,1,2,18771,17347
64,2017,5,5,sex,1,2,17347,18084
44,2017,5,5,sex,1,2,18084,17347
64,2017,5,5,sex,1,2,17347,17999
2,2017,5,5,sex,1,2,17999,19157
7,2017,5,5,sex,1,2,19157,17417
5,2017,5,5,sex,1,2,17417,18771
192,2017,5,5,sex,1,2,18771,18879
14,2017,5,5,sex,1,2,18879,18771
192,2017,5,5,sex,1,2,18771,19154
53,2017,5,6,sb,1,2,19154,19000
56,2017,5,6,sb,1,2,19000,19034
41,2017,5,6,sb,1,2,19034,18164
12,2017,5,6,sb,1,2,18164,18323
4,2017,5,6,sb,1,2,18323,18323
4,2017,5,6,sb,1,2,18323,18771
192,2017,5,8,seg,1,2,18771,19072
54,2017,5,8,seg,1,2,19072,17150
82,2017,5,8,seg,1,2,17150,19000
56,2017,5,8,seg,1,2,19000,18189
5,2017,5,8,seg,1,2,18189,19000
56,2017,5,8,seg,1,2,19000,131753
5,2017,5,8,seg,1,2,131753,131753
5,2017,5,8,seg,1,2,131753,131751
5,2017,5,8,seg,1,2,131751,17919
6,2017,5,8,seg,1,2,17919,18090
7,2017,5,8,seg,1,2,18090,19015
1,2017,5,9,ter,1,2,19015,18164
12,2017,5,9,ter,1,2,18164,18164
12,2017,5,9,ter,1,2,18164,17150
82,2017,5,9,ter,1,2,17150,39424
6,2017,5,9,ter,1,2,39424,39424
6,2017,5,9,ter,1,2,39424,39424
6,2017,5,9,ter,1,2,39424,17929
15,2017,5,9,ter,1,2,17929,17929
15,2017,5,9,ter,1,2,17929,17989
31,2017,5,9,ter,1,2,17989,18771
192,2017,5,9,ter,1,2,18771,18864
8,2017,5,9,ter,1,2,18864,17295
3,2017,5,9,ter,1,2,17295,18023
45,2017,5,9,ter,1,2,18023,18023
45,2017,5,9,ter,1,2,18023,18023
45,2017,5,9,ter,1,2,18023,17150
82,2017,5,9,ter,1,2,17150,18771
192,2017,5,9,ter,1,2,18771,17989
31,2017,5,9,ter,1,2,17989,19072
54,2017,5,9,ter,1,2,19072,39676
2,2017,5,9,ter,1,2,39676,18125
34,2017,5,9,ter,1,2,18125,18325
4,2017,5,9,ter,1,2,18325,18325
4,2017,5,9,ter,1,2,18325,17150
82,2017,5,10,qua,1,2,17150,19154
53,2017,5,10,qua,1,2,19154,17150
82,2017,5,10,qua,1,2,17150,39424
6,2017,5,10,qua,1,2,39424,17150
82,2017,5,10,qua,1,2,17150,18795
29,2017,5,10,qua,1,2,18795,18023
45,2017,5,10,qua,1,2,18023,18023
45,2017,5,10,qua,1,2,18023,18864
8,2017,5,10,qua,1,2,18864,17244
12,2017,5,10,qua,1,2,17244,17539
9,2017,5,10,qua,1,2,17539,17347
64,2017,5,10,qua,1,2,17347,17539
9,2017,5,10,qua,1,2,17539,17461
2,2017,5,11,qui,1,2,17461,17461
2,2017,5,11,qui,1,2,17461,39672
2,2017,5,11,qui,1,2,39672,19022
5,2017,5,11,qui,1,2,19022,19022
5,2017,5,11,qui,1,2,19022,17943
2,2017,5,11,qui,1,2,17943,19022
5,2017,5,11,qui,1,2,19022,18125
34,2017,5,11,qui,1,2,18125,131768
17,2017,5,11,qui,1,2,131768,39422
78,2017,5,11,qui,1,2,39422,18436
13,2017,5,11,qui,1,2,18436,131768
17,2017,5,11,qui,1,2,131768,39422
78,2017,5,11,qui,1,2,39422,39422
78,2017,5,12,sex,1,2,39422,39422
78,2017,5,12,sex,1,2,39422,39409
1,2017,5,12,sex,1,2,39409,131743
4,2017,5,12,sex,1,2,131743,17244
12,2017,5,12,sex,1,2,17244,18771
192,2017,5,12,sex,1,2,18771,17150
82,2017,5,12,sex,1,2,17150,17150
82,2017,5,12,sex,1,2,17150,18795
29,2017,5,12,sex,1,2,18795,18795
29,2017,5,12,sex,1,2,18795,17797
25,2017,5,12,sex,1,2,17797,18771
192,2017,5,12,sex,1,2,18771,17797
25,2017,5,13,sb,1,2,17797,39676
2,2017,5,13,sb,1,2,39676,19034
41,2017,5,13,sb,1,2,19034,19034
41,2017,5,13,sb,1,2,19034,18512
18,2017,5,13,sb,1,2,18512,19034
41,2017,5,15,seg,1,2,19034,18084
44,2017,5,15,seg,1,2,18084,19034
41,2017,5,15,seg,1,2,19034,39422
78,2017,5,15,seg,1,2,39422,18140
4,2017,5,15,seg,1,2,18140,18540
3,2017,5,15,seg,1,2,18540,18593
18,2017,5,15,seg,1,2,18593,18540
3,2017,5,15,seg,1,2,18540,19154
53,2017,5,15,seg,1,2,19154,19166
11,2017,5,15,seg,1,2,19166,18771
192,2017,5,15,seg,1,2,18771,17429
15,2017,5,15,seg,1,2,17429,18771
192,2017,5,15,seg,1,2,18771,19072
54,2017,5,15,seg,1,2,19072,18541
1,2017,5,15,seg,1,2,18541,131749
32,2017,5,15,seg,1,2,131749,131754
18,2017,5,15,seg,1,2,131754,17150
82,2017,5,16,ter,1,2,17150,17347
64,2017,5,16,ter,1,2,17347,18771
192,2017,5,16,ter,1,2,18771,17703
3,2017,5,16,ter,1,2,17703,18090
7,2017,5,16,ter,1,2,18090,17919
6,2017,5,16,ter,1,2,17919,18771
192,2017,5,16,ter,1,2,18771,18771
192,2017,5,16,ter,1,2,18771,18771
192,2017,5,16,ter,1,2,18771,18879
14,2017,5,16,ter,1,2,18879,17989
31,2017,5,16,ter,1,2,17989,18771
192,2017,5,17,qua,1,2,18771,18771
192,2017,5,17,qua,1,2,18771,17150
82,2017,5,17,qua,1,2,17150,19000
56,2017,5,17,qua,1,2,19000,19034
41,2017,5,17,qua,1,2,19034,17803
4,2017,5,17,qua,1,2,17803,131757
8,2017,5,17,qua,1,2,131757,39422
78,2017,5,17,qua,1,2,39422,17574
17,2017,5,17,qua,1,2,17574,18264
24,2017,5,17,qua,1,2,18264,18877
12,2017,5,17,qua,1,2,18877,18771
192,2017,5,17,qua,1,2,18771,17244
12,2017,5,17,qua,1,2,17244,17929
15,2017,5,17,qua,1,2,17929,17537
4,2017,5,18,qui,1,2,17537,17347
64,2017,5,18,qui,1,2,17347,17347
64,2017,5,18,qui,1,2,17347,39422
78,2017,5,18,qui,1,2,39422,94075
11,2017,5,18,qui,1,2,94075,94075
11,2017,5,18,qui,1,2,94075,131768
17,2017,5,18,qui,1,2,131768,19000
56,2017,5,18,qui,1,2,19000,17150
82,2017,5,18,qui,1,2,17150,18795
29,2017,5,18,qui,1,2,18795,18578
2,2017,5,18,qui,1,2,18578,18771
192,2017,5,19,sex,1,2,18771,19072
54,2017,5,19,sex,1,2,19072,17347
64,2017,5,19,sex,1,2,17347,17150
82,2017,5,19,sex,1,2,17150,19034
